时间,GPS车速
399272,7.7
399273,5.8
399274,5.3
399275,5.2
399276,6.8
399277,8.5
399278,10.4
399279,13.4
399280,15.9
399281,18.6
399282,21.5
399283,24.3
399284,28.1
399285,30.5
399286,32.9
399287,35.0
399288,37.4
399289,39.5
399290,41.7
399291,43.3
399292,44.5
399293,45.9
399294,48.8
399295,49.8
399296,51.9
399297,52.1
399298,56.5
399299,57.5
399300,57.6
399301,61.6
399302,63.4
399303,65.2
399304,66.1
399305,66.7
399306,67.4
399307,67.8
399308,68.2
399309,68.5
399310,68.6
399311,68.9
399312,69.0
399313,69.2
399314,69.8
399315,70.2
399316,70.3
399317,70.4
399318,70.9
399319,71.0
399320,71.3
399321,71.3
399322,71.8
399323,70.9
399324,71.3
399325,70.9
399326,62.3
399327,58.8
399328,55.7
399329,54.4
399330,53.1
399331,51.2
399332,50.1
399333,50.0
399334,50.4
399335,50.8
399336,50.0
399337,50.3
399338,50.6
399339,53.8
399340,54.0
399341,54.1
399342,54.1
399343,53.7
399344,54.4
399345,49.5
399346,43.7
399347,37.5
399348,29.3
399349,23.6
399350,20.0
399351,14.8
399352,10.7
